      x1        x2         z
    3.0164    1.1955    0.1799
    2.5853   -0.9637    0.4608
   -1.5209   -0.9637   -0.9624
    1.9326    0.5414    0.2862
    3.0164    0.5414    0.0364
    1.9256   -0.3083    0.0855
    2.5853    1.1955    0.6896
   -1.5209   -2.1487   -4.8984
    2.5560    2.1697    2.6298
    0.2919    0.2747    0.0205
   -2.5647   -2.6738   -3.9828
    1.9326   -1.5334    1.9814
   -0.8614   -0.9637   -0.7626
    0.8891    0.9247    0.6657
   -0.8614   -2.7618   -5.3367
   -1.2405    2.7781   -7.4084
         0   -1.7491         0
    2.5560   -0.6056    0.1855
    2.5853   -0.6056    0.2106
    3.0164    0.2747    0.0090
   -2.5647    0.9247   -0.4656
   -1.5209    1.3639   -1.9434
   -0.8614    1.8182   -2.5577
   -0.2832   -0.6056   -0.1030
    2.5560    1.8182    1.7035
   -2.8625    1.3639   -0.5143
    0.2919   -0.6056    0.1000
    0.5988    1.3639    0.9906
    1.9256   -2.1487    4.6224
   -2.5647   -0.6056   -0.2014
    2.5853    0.2747    0.0410
   -2.5647         0         0
   -2.8625   -1.2848   -0.4712
    0.2919   -0.9637    0.2563
   -1.9530   -1.5334   -2.1622
    0.8891    1.8182    2.4107
    0.2919   -1.7491    0.9042
   -2.5647    1.8182   -1.8070
   -1.2405   -2.1487   -4.2936
    0.2919    3.0298    2.4146
    0.2919    0.5414    0.0821
    1.3042   -2.7618    7.9229
   -0.2832    0.9247   -0.2202
   -0.2832    1.3639   -0.4781
    1.6335   -1.5334    2.5691
   -1.5209   -0.3083   -0.0857
    0.2919   -2.7618    2.1679
   -0.2832    2.0340   -1.2515
   -0.2832   -0.3083   -0.0284
         0    2.7781         0
   -2.8625   -1.7491   -0.8406
   -2.6090   -2.3049   -2.7674
   -2.8625   -2.7618   -2.0653
   -2.5647    3.0298   -4.8610
    1.6335    1.1955    1.4576
   -1.9530         0         0
   -2.8625    0.9247   -0.2227
   -1.9530   -2.3049   -4.6905
    0.5988   -0.3083    0.0546
    1.3042    0.2747    0.0664
    0.8891    2.1697    3.6902
   -0.8614   -2.6738   -4.8995
   -1.9530    1.3639   -1.6889
         0    1.3639         0
   -2.6090    0.5414   -0.1579
   -1.9530    3.0298   -8.0780
    2.5853   -2.6738    3.5098
   -0.2832   -1.5334   -0.7107
    1.9326    1.8182    3.3382
   -2.6090    3.0298   -4.5224
    3.0164   -2.3049    0.7089
    0.8891    0.5414    0.2237
   -1.5209   -1.7491   -3.2136
    0.2919    2.1697    1.4625
    1.9256    1.8182    3.0581
   -1.5209    2.7781   -7.8269
   -2.5647   -0.3083   -0.0504
    0.5988    2.0340    2.4710
   -2.6090    2.1697   -2.2324
   -0.8614    0.5414   -0.2331
    3.0164    1.8182    0.3840
    2.5853         0         0
    1.3042         0         0
    3.0164   -2.7618    1.0357
   -1.5209    0.9247   -0.7863
   -2.5647   -1.7491   -1.6596
   -0.6029   -0.9637   -0.5656
   -1.5209   -1.2848   -1.7111
   -2.8625   -0.3083   -0.0288
    2.5853    0.5414    0.1513
    2.5560    2.7781    4.4118
   -0.6029   -2.1487   -2.5856
   -2.5647   -1.5334   -1.2267
    2.5560   -0.3083    0.0538
         0    1.8182         0
    1.9256    2.1697    4.0171
    1.3042   -1.2848    1.4577
   -2.8625   -2.6738   -2.0893
    1.6335    0.2747    0.0794
    3.0164   -1.7491    0.3923
   -1.5209    3.0298   -9.1085
   -1.2405   -2.3049   -5.5077
    1.3042    1.8182    3.4796
    1.9256    3.0298    8.1400
   -2.6090   -2.7618   -3.9366
         0   -0.6056         0
    3.0164   -0.9637    0.1271
    2.5853    2.7781    4.4376
    3.0164    2.1697    0.6190
    1.9256   -0.9637    0.8779
         0    0.9247         0
   -2.5647    0.2747   -0.0378
   -1.9530    0.5414   -0.2629
    3.0164    3.0298    1.1457
    1.9256         0         0
   -2.6090   -1.7491   -1.6182
   -1.2405   -2.7618   -7.5487
    1.9256   -2.3049    5.2661
    3.0164   -1.5334    0.2818
    0.8891   -1.5334    1.8243
    1.9326   -0.3083    0.0922
    1.6335    0.5414    0.2784
   -0.8614   -1.7491   -2.2155
   -1.7004    1.8182   -3.2858
    2.5853    0.9247    0.4700
   -0.8614   -1.2848   -1.3191
   -1.7004   -0.9637   -0.9484
    2.5560    0.5414    0.1701
    1.3042   -2.6738    6.3665
   -2.8625    2.7781   -2.1954
   -2.6090         0         0
   -1.5209    2.0340   -4.1403
   -2.8625    3.0298   -2.6060
    2.5560    1.1955    0.7474
    0.2919    1.1955    0.4333
   -1.2405    2.0340   -3.7342
   -2.5647    2.7781   -4.5331
   -1.9530    2.1697   -4.2187
   -0.2832    0.2747   -0.0195
    1.9256    1.3639    1.8345
         0   -1.5334         0
   -1.7004    3.0298   -9.3885
    0.8891   -0.6056    0.2827
    2.5853   -1.5334    1.2920
   -0.8614    1.3639   -1.2759
    1.3042   -2.1487    4.6456
   -2.6090   -2.6738   -3.6941
         0    0.5414         0
   -0.2832   -2.1487   -1.1979
    0.5988    0.2747    0.0421
   -1.7004    1.1955   -1.2957
    3.0164    2.0340    0.4857
    1.6335   -2.6738    7.4353
   -0.2832    1.1955   -0.3822
   -1.2405    0.2747   -0.0675
    0.8891   -2.3049    4.4258
   -2.5647   -0.9637   -0.5150
         0    2.0340         0
   -2.6090   -1.5334   -1.2467
   -1.5209   -1.5334   -2.3122
   -0.6029   -2.6738   -3.9695
    0.8891    2.0340    3.3409
   -1.9530   -0.3083   -0.0936
   -1.9530    1.1955   -1.2375
   -0.2832    2.7781   -2.0553
   -2.8625    1.1955   -0.4072
    1.9326    1.1955    1.3840
    0.8891   -1.2848    1.1788
    1.9256   -1.2848    1.6866
    0.8891    0.2747    0.0582
   -1.5209   -2.6738   -6.5898
    2.5560         0         0
   -1.7004         0         0
    0.2919    2.0340    1.2868
    1.6335   -2.3049    4.8338
         0   -1.2848         0
   -1.2405    1.1955   -1.2698
    0.2919         0         0
         0    0.2747         0
   -1.7004    0.5414   -0.2721
    0.5988    2.1697    2.6222
   -1.5209    2.1697   -4.4750
   -2.6090   -0.9637   -0.4419
   -1.7004   -0.6056   -0.3548
    2.5853   -2.7618    4.3488
   -0.2832    1.8182   -0.8843
    0.5988    0.9247    0.5220
    2.5560    0.9247    0.4959
    1.9326   -0.9637    0.9348
         0   -2.1487         0
    1.3042   -0.9637    0.9323
   -1.2405   -1.5334   -2.1934
         0   -2.3049         0
   -1.5209   -2.3049   -5.0556
    1.9326    0.2747    0.0763
    1.6335    2.7781    8.3566
    1.3042   -1.7491    2.7552
   -2.6090    2.7781   -4.0767
   -2.5647   -2.1487   -2.4755
    1.6335   -0.9637    0.9518
   -0.8614   -2.1487   -3.3636
    0.8891         0         0
   -1.5209    1.1955   -1.3762
    0.5988    2.7781    4.0627
    0.5988   -1.5334    1.1943
    3.0164   -0.3083    0.0115
   -0.6029   -0.6056   -0.1982
    1.9256    1.1955    1.2242
   -0.6029         0         0
    1.9326   -2.7618    6.9725
         0    3.0298         0
    1.3042   -0.3083    0.0952
    2.5853    1.8182    1.6601
   -0.2832   -2.3049   -1.4846
   -0.2832   -1.7491   -0.8126
    1.9256   -0.6056    0.3471
    1.6335   -0.6056    0.3402
    0.5988   -1.2848    1.0179
   -2.6090    1.3639   -0.9784
    3.0164    1.3639    0.2466
   -1.9530    0.2747   -0.0661
   -0.8614    3.0298   -7.0252
   -0.8614    2.0340   -3.0352
    1.6335    3.0298    9.0815
   -2.6090   -0.3083   -0.0474
    2.5560   -1.2848    0.8477
