      x1        x2         z
   -0.5923    1.7445    0.4689
   -0.5923    2.3240    0.1323
   -0.5923    0.8699    0.9004
    0.2933    1.4013    0.1722
   -0.9412   -0.5885    0.1072
   -2.7638   -0.5885    0.0037
    2.1128    0.5511    0.0276
    2.8666   -3.0484    0.0005
    2.1128   -0.8842    0.2741
    0.9481   -1.9031    0.4550
   -2.4850   -2.2171    0.0000
   -2.7638   -1.7931    0.0000
   -2.7638    2.9243    0.0011
   -1.8860   -0.5885    0.0394
    1.3606   -2.7761    0.0388
   -1.8860    1.7445    0.2661
   -2.4850    1.2464    0.0963
   -2.7638   -0.8842    0.0013
   -2.9369   -0.8842    0.0007
   -0.2701   -2.2171    0.0435
   -1.8860   -1.3024    0.0027
   -2.7638    0.3226    0.0267
   -1.1384    2.9243    0.0258
   -1.8860   -2.7761    0.0000
    2.1128   -1.7931    0.1408
    0.2933   -1.3024    0.5720
    2.2370   -0.5885    0.1855
   -2.9369    1.2464    0.0232
    2.6259   -2.7761    0.0030
    0.9481    0.5511    0.1188
   -0.2701   -0.8842    0.2138
    0.9481   -1.7931    0.5355
   -2.4850    1.7445    0.0592
    1.3606   -2.2171    0.1849
    0.2933    0.8699    0.2188
    2.2370    0.8699    0.0068
    2.6259    2.3240    0.0000
    0.6269   -0.5885    0.7876
    2.6259   -1.3024    0.0704
   -0.5923   -1.9031    0.0344
   -1.8973    0.5511    0.3848
    0.2933   -3.0484    0.0086
   -0.2701    1.4013    0.4562
    2.8666    2.3240    0.0000
   -0.9412   -3.0484    0.0003
   -1.1384    0.3226    0.6311
    2.6259    2.0433    0.0000
   -2.4850   -1.3024    0.0006
   -0.9412    2.9243    0.0242
   -1.3664    2.3240    0.1656
    0.9481         0    0.4035
   -0.9412   -0.2792    0.2256
   -1.8860   -3.0484    0.0000
   -0.5923   -1.7931    0.0402
   -2.7638   -1.9031    0.0000
    1.9628    2.3240    0.0000
    1.9628    2.0433    0.0001
   -2.7638    1.4013    0.0344
    1.1378   -0.2792    0.5299
    2.2370         0    0.0852
   -1.3664    2.9243    0.0200
    2.6259    1.4013    0.0002
   -0.2701    1.7445    0.3605
    2.2370    2.9243    0.0000
   -1.3664   -0.2792    0.1574
    1.1378    1.2464    0.0175
    2.6259   -0.5885    0.0566
   -1.3664   -1.7931    0.0022
   -1.3664   -1.3962    0.0059
    2.1128    2.9243    0.0000
    0.6269    2.3240    0.0128
         0   -3.0484    0.0056
   -0.2701    2.0433    0.2131
   -1.8860    0.5511    0.3643
    2.1128    1.7445    0.0002
    2.1128    1.2464    0.0018
    0.2933   -1.3962    0.5631
   -2.4850    0.5511    0.0841
    2.6259   -3.0484    0.0012
    1.3606   -0.5885    0.7053
    2.1128   -2.7761    0.0121
    2.8666   -2.7761    0.0012
    1.9628   -0.2792    0.2441
   -2.9369    2.9243    0.0005
    2.8666   -1.3024    0.0265
    2.6259   -2.2171    0.0165
    2.2370   -2.2171    0.0463
    1.9628    0.8699    0.0122
   -1.3664    0.8699    0.9025
    2.1128   -1.3962    0.2601
         0    2.3240    0.0582
    2.6259   -1.9031    0.0291
   -1.1384   -1.9031    0.0050
    1.1378    1.4013    0.0109
   -1.8973   -0.5885    0.0343
   -1.8973         0    0.1756
   -1.1384    0.5511    0.8368
   -2.9369    2.0433    0.0078
   -1.8973    2.9243    0.0118
    2.6259    0.5511    0.0061
    2.6259    2.8027    0.0000
         0   -2.2171    0.0768
   -1.8973    2.8027    0.0161
   -1.1384    0.8699    0.8878
    2.8666    0.3226    0.0059
    2.8666    2.9243    0.0000
    2.2370   -3.0484    0.0034
   -1.8973   -1.3024    0.0024
   -2.9369   -1.3962    0.0001
    2.1128    2.8027    0.0000
    0.9481    0.3226    0.1732
   -0.9412    1.4013    0.8536
    2.6259   -1.7931    0.0405
   -1.8860         0    0.1521
   -0.9412   -1.9031    0.0109
   -2.7638    2.3240    0.0073
    2.8666    1.7445    0.0000
         0    1.2464    0.3518
    1.1378   -2.7761    0.0426
    1.9628    1.4013    0.0013
   -0.2701   -1.9031    0.0949
   -2.4850   -1.3962    0.0004
   -2.9369   -2.7761    0.0000
    1.1378   -0.8842    1.0553
    2.6259    2.9243    0.0000
   -2.9369   -0.2792    0.0047
    1.9628   -1.3024    0.3447
    1.9628   -1.3962    0.3051
    0.6269    1.7445    0.0450
    2.2370   -1.3962    0.1680
   -0.9412    1.7445    0.6214
   -2.4850   -0.2792    0.0225
