      x1        x2         z
    0.8010    0.8794    0.3579
    0.8010   -0.1999   -0.2113
   -0.6339   -1.9764   -0.0256
    1.9191         0         0
   -1.4482    1.2694    0.0501
   -0.9249   -1.7458   -0.0394
    1.3614    1.2694    0.0624
   -1.9888   -0.1999   -0.0072
    0.4345   -1.8447   -0.0535
   -0.1989   -1.9764   -0.0338
    1.3085   -1.0446   -0.1049
    1.9191    0.3689    0.0145
   -0.1989   -0.3841   -0.6051
         0   -0.6568   -0.7215
   -0.6339   -1.1440   -0.3549
    1.5867   -0.6568   -0.0621
   -0.1989    1.2694    0.3555
   -1.0969    1.9573    0.0127
   -1.4482    1.0199    0.0675
    0.6109   -0.3841   -0.4310
   -0.7881    0.5490    0.4016
    0.4345    1.9573    0.0334
   -1.9888    1.5012    0.0037
   -1.4482   -1.7458   -0.0112
   -1.0969   -0.3841   -0.1748
   -1.4482   -1.4458   -0.0280
    0.9437   -0.1999   -0.1452
   -0.4071    1.8143    0.0645
   -0.4071   -1.4458   -0.2002
    0.6109    1.0199    0.3832
   -1.9888    1.8143    0.0013
   -0.4071    0.3689    0.5853
    0.1872    0.5490    0.6737
         0   -0.1999   -0.3931
    1.5867    1.7047    0.0084
    1.9191    0.8794    0.0190
   -1.7202   -1.0446   -0.0304
    0.6109    0.1830    0.2593
   -1.9888    0.8794    0.0140
    1.3614    1.9573    0.0061
    0.6109   -0.8098   -0.5196
   -1.4482    1.8143    0.0096
    0.6109    1.7047    0.0784
    0.1872   -1.8447   -0.0619
    0.6109    1.2694    0.2384
    0.9437   -0.8098   -0.3035
   -0.1989    0.3689    0.5912
   -1.9888    1.2694    0.0080
   -0.4071    1.2694    0.3412
    1.3614    0.8794    0.1076
    1.5867    0.8794    0.0625
    0.1872   -0.3841   -0.6311
    1.5867    0.5490    0.0667
    1.5867    0.3689    0.0500
   -1.7202   -0.8098   -0.0378
    1.9191   -1.1440   -0.0118
    1.9191   -0.3841   -0.0175
    2.1163   -1.8447   -0.0007
    2.1163    1.9573    0.0005
    0.6109    1.5012    0.1555
    0.8010   -0.3841   -0.3194
   -0.6339   -0.8098   -0.4778
   -0.1989   -1.7458   -0.0931
   -0.1989   -1.1440   -0.4431
    0.4345   -0.3841   -0.5763
   -0.9249   -0.6568   -0.3504
   -0.9249   -1.1440   -0.2139
   -1.9888   -0.6568   -0.0138
    0.4345   -0.8098   -0.6717
         0         0         0
    1.5867   -1.4458   -0.0191
   -0.7881    1.0199    0.2995
   -0.1989   -1.8447   -0.0661
   -1.0969   -0.6568   -0.2244
   -0.9249   -0.3841   -0.2696
   -0.1989   -0.6568   -0.8009
    0.4345   -0.1999   -0.2899
    0.1872    1.5012    0.2140
    0.1872   -0.1999   -0.3533
    0.4345    0.1830    0.2721
    0.8010   -1.8447   -0.0314
         0   -0.8098   -0.6915
    0.1872   -0.8098   -0.7897
    1.3085    1.7047    0.0212
   -1.4482    0.5490    0.0884
   -0.1989   -1.4458   -0.2584
    1.9191    1.5012    0.0050
   -1.7202   -0.1999   -0.0216
   -1.0969    0.8794    0.2215
   -0.6339   -1.0446   -0.3791
   -1.4482   -1.9764   -0.0048
    0.8010    0.1830    0.1724
   -1.4482         0         0
   -0.6339   -0.1999   -0.2308
    1.9191   -1.9764   -0.0010
   -1.7202   -0.3841   -0.0326
   -1.0969   -1.0446   -0.1678
   -1.7202    1.7047    0.0054
    2.1163   -1.9764   -0.0004
   -0.9249   -1.0446   -0.2349
   -1.4482   -0.1999   -0.0441
    0.6109    1.9573    0.0293
    0.6109   -1.9764   -0.0242
         0    1.0199    0.6245
    0.9437    0.1830    0.1501
    1.3614   -1.4458   -0.0354
   -1.7202    1.5012    0.0106
   -0.1989    1.9573    0.0387
    1.3614   -0.3841   -0.1078
   -0.7881    1.7047    0.0630
    1.5867    1.9573    0.0035
    0.1872    0.3689    0.6195
   -0.9249    1.8143    0.0293
   -0.7881         0         0
    2.1163         0         0
   -0.9249    1.9573    0.0175
